Date,State,Crop,StorageType,ColdStorage,DelayHours,StorageLoss
2026-10-15,Nagaland,Cereals,Normal,0,8.17,2.11
2025-10-26,Tamil Nadu,Fruits,Open,0,3.66,4.82
2025-01-06,Nagaland,Pulses,Normal,0,21.34,10.09
2026-01-30,Haryana,Vegetables,Cold,1,20.99,8.78
2025-10-13,Goa,Vegetables,Cold,1,7.89,3.24
2026-09-27,Kerala,Cereals,Cold,1,35.52,6.89
2026-08-31,Nagaland,Fruits,Cold,1,24.6,19.8
2024-07-03,Kerala,Cereals,Cold,1,62.13,10.58
2026-03-30,Chhattisgarh,Pulses,Cold,1,21.11,5.52
2024-10-11,Assam,Cereals,Cold,1,1.89,0.18
2023-11-09,Sikkim,Cereals,Cold,1,18.79,2.79
2023-03-08,Jharkhand,Vegetables,Normal,0,3.07,2.16
2023-04-18,Goa,Vegetables,Normal,0,37.39,34.75
2024-11-16,Haryana,Vegetables,Open,0,6.72,7.02
2023-04-15,Nagaland,Cereals,Normal,0,49.92,17.81
2025-07-03,Mizoram,Cereals,Normal,0,5.01,1.37
2026-04-09,Mizoram,Fruits,Open,0,23.47,45.83
2024-06-25,Uttarakhand,Fruits,Cold,1,52.34,38.37
2023-08-27,Mizoram,Vegetables,Open,0,4.54,4.42
2023-09-17,Rajasthan,Cereals,Open,0,7.05,4.22
2025-05-02,Sikkim,Vegetables,Normal,0,1.71,1.08
2024-02-16,Karnataka,Fruits,Normal,0,4.07,4.11
2023-12-28,Haryana,Pulses,Open,0,12.44,7.67
2025-06-08,Gujarat,Vegetables,Open,0,9.98,10.7
2025-08-06,Rajasthan,Fruits,Open,0,21.9,61.82
2026-11-27,Himachal Pradesh,Vegetables,Cold,1,2.49,0.97
2026-04-08,Rajasthan,Vegetables,Cold,1,9.02,5.44
2023-02-24,Tripura,Fruits,Normal,0,105.91,198.21
2023-01-17,Karnataka,Vegetables,Open,0,19.93,22.8
2025-05-17,Tamil Nadu,Pulses,Cold,1,5.85,1.26
2026-03-27,Jharkhand,Vegetables,Normal,0,12.98,11.26
2024-02-25,Sikkim,Fruits,Normal,0,3.47,3.76
2024-06-27,Karnataka,Pulses,Cold,1,6.66,1.33
2025-02-25,Sikkim,Pulses,Open,0,58.65,48.35
2026-01-22,Bihar,Vegetables,Normal,0,7.21,5.41
2024-09-26,West Bengal,Cereals,Normal,0,22.87,7.95
2025-06-24,Karnataka,Cereals,Open,0,36.43,15.8
2026-09-22,Jharkhand,Cereals,Cold,1,63.02,10.38
2026-09-13,Gujarat,Pulses,Normal,0,4.22,1.43
2026-06-08,Sikkim,Cereals,Normal,0,16.83,5.46
2025-01-30,Gujarat,Vegetables,Open,0,3.96,4.02
2026-09-27,Andhra Pradesh,Pulses,Cold,1,13.33,3.11
2024-08-19,Arunachal Pradesh,Cereals,Open,0,45.09,22.57
2025-06-15,Haryana,Cereals,Normal,0,32.34,12.4
2025-04-15,Mizoram,Vegetables,Cold,1,34.53,15.79
2026-12-23,Punjab,Vegetables,Normal,0,7.6,5.29
2023-09-09,Nagaland,Cereals,Open,0,4.04,1.34
2023-03-07,Bihar,Fruits,Normal,0,8.05,11.08
2025-10-21,Uttarakhand,Fruits,Normal,0,11.25,13.22
2023-09-11,Meghalaya,Cereals,Normal,0,8.33,2.33
2026-08-19,Assam,Vegetables,Cold,1,4.4,1.44
2024-05-28,Tamil Nadu,Cereals,Cold,1,18.39,2.64
2024-08-09,Andhra Pradesh,Fruits,Normal,0,4.21,4.57
2026-07-10,West Bengal,Cereals,Open,0,24.64,11.82
2025-11-19,Goa,Cereals,Open,0,41.65,23.39
2025-07-14,Bihar,Fruits,Open,0,121.8,311.99
2024-09-07,Jharkhand,Pulses,Cold,1,3.62,0.68
2026-05-03,Tripura,Fruits,Normal,0,26.07,39.77
2026-11-21,Arunachal Pradesh,Fruits,Normal,0,16.33,22.2
2026-06-23,Assam,Vegetables,Cold,1,17.6,8.54
2025-04-13,West Bengal,Cereals,Normal,0,19.56,5.28
2025-11-17,Tamil Nadu,Pulses,Open,0,0.66,0.23
2025-04-15,Maharashtra,Fruits,Cold,1,5.52,4.14
2024-03-01,Odisha,Cereals,Open,0,28.91,15.63
2024-12-11,Jharkhand,Cereals,Normal,0,24.95,9.19
2025-07-23,Mizoram,Cereals,Normal,0,4.49,1.29
2024-08-20,Karnataka,Cereals,Cold,1,13.23,1.78
2024-03-03,Punjab,Vegetables,Cold,1,7.14,2.02
2023-07-18,Maharashtra,Fruits,Open,0,16.39,35.63
2024-09-22,Uttarakhand,Pulses,Normal,0,51.61,26.02
2024-06-04,Uttarakhand,Vegetables,Normal,0,37.06,38.48
2023-06-12,Assam,Fruits,Open,0,9.09,17.91
2024-11-02,Maharashtra,Pulses,Normal,0,44.18,29.43
2023-09-30,Jharkhand,Pulses,Normal,0,8.91,4.25
2024-06-16,Karnataka,Cereals,Normal,0,9.22,2.21
2025-07-26,Andhra Pradesh,Cereals,Open,0,2.34,0.83
2024-02-16,Goa,Pulses,Cold,1,16.92,3.47
2024-12-31,Haryana,Cereals,Cold,1,49.92,9.72
2025-04-09,Haryana,Fruits,Normal,0,7.62,10.03
2026-03-17,Karnataka,Fruits,Open,0,45.99,110.77
2026-12-10,Jharkhand,Vegetables,Open,0,3.01,3.0
2025-11-10,Rajasthan,Pulses,Normal,0,3.0,1.72
2026-03-22,Tamil Nadu,Fruits,Open,0,16.14,32.42
2025-01-21,Kerala,Pulses,Cold,1,3.8,0.59
2025-07-24,Jharkhand,Vegetables,Normal,0,31.38,28.93
2024-06-22,West Bengal,Cereals,Normal,0,25.12,7.5
2023-09-17,Gujarat,Fruits,Open,0,45.96,98.04
2024-03-30,Meghalaya,Cereals,Open,0,9.21,3.32
2025-01-17,Kerala,Fruits,Open,0,8.25,14.33
2024-02-02,Maharashtra,Cereals,Cold,1,23.78,4.68
2024-08-06,Kerala,Fruits,Open,0,6.63,12.16
2024-02-24,Andhra Pradesh,Pulses,Open,0,5.54,3.11
2024-06-09,Mizoram,Cereals,Normal,0,20.66,6.65
2024-03-29,Jharkhand,Cereals,Normal,0,4.17,1.01
2025-07-01,Sikkim,Fruits,Normal,0,15.84,23.98
2025-02-22,Telangana,Fruits,Normal,0,2.84,2.93
2026-06-30,Manipur,Vegetables,Open,0,20.58,30.58
2026-08-18,Jharkhand,Cereals,Open,0,19.1,8.55
2024-07-04,Gujarat,Vegetables,Cold,1,19.86,10.68
2023-05-30,Assam,Pulses,Normal,0,30.09,12.9
2025-01-06,Haryana,Vegetables,Normal,0,23.28,19.34
2025-05-15,Tripura,Vegetables,Open,0,10.37,13.91
2024-05-25,Chhattisgarh,Pulses,Cold,1,4.22,0.87
2025-01-13,Haryana,Cereals,Normal,0,2.03,0.41
2025-12-28,Assam,Fruits,Cold,1,13.11,8.59
2024-01-29,Kerala,Cereals,Normal,0,3.81,1.0
2025-03-29,Karnataka,Vegetables,Normal,0,8.05,5.7
2025-02-07,Meghalaya,Fruits,Normal,0,10.11,11.01
2026-10-10,Manipur,Cereals,Open,0,35.41,18.81
2026-09-17,Nagaland,Cereals,Normal,0,8.1,2.02
2023-01-17,Telangana,Fruits,Normal,0,21.69,34.89
2026-06-28,Himachal Pradesh,Fruits,Normal,0,24.51,37.09
2025-12-02,Karnataka,Pulses,Cold,1,45.76,13.1
2025-06-03,Assam,Vegetables,Open,0,39.3,52.4
2023-07-29,Chhattisgarh,Vegetables,Open,0,3.97,4.55
2024-08-11,Tripura,Vegetables,Open,0,6.62,6.97
2024-03-03,Haryana,Vegetables,Normal,0,3.34,2.45
2023-10-18,West Bengal,Pulses,Normal,0,16.92,8.23
2023-10-10,Arunachal Pradesh,Cereals,Normal,0,12.19,3.03
2025-12-24,Arunachal Pradesh,Fruits,Open,0,2.3,3.39
2023-12-20,Tripura,Vegetables,Normal,0,10.96,8.52
2026-12-18,Tripura,Vegetables,Cold,1,4.85,1.85
2023-09-08,Odisha,Cereals,Normal,0,2.71,0.94
2023-01-08,Tripura,Pulses,Normal,0,3.53,1.43
2026-01-29,Telangana,Vegetables,Normal,0,2.09,1.42
2025-07-18,West Bengal,Vegetables,Normal,0,107.92,144.44
2024-11-07,Manipur,Vegetables,Open,0,6.64,8.39
2026-03-07,Rajasthan,Cereals,Normal,0,7.72,3.6
2026-01-25,Madhya Pradesh,Pulses,Normal,0,59.18,29.88
2023-07-06,Haryana,Fruits,Open,0,37.0,87.29
2026-07-01,Manipur,Cereals,Normal,0,0.7,0.14
2026-12-22,Rajasthan,Pulses,Normal,0,4.74,2.68
2025-05-27,Bihar,Vegetables,Cold,1,15.41,7.16
2025-08-06,Assam,Pulses,Normal,0,21.9,9.31
2025-03-02,Madhya Pradesh,Cereals,Normal,0,63.32,25.11
2023-10-12,Gujarat,Cereals,Normal,0,4.0,1.07
2023-11-22,Madhya Pradesh,Vegetables,Normal,0,3.37,2.54
2023-08-24,Jharkhand,Vegetables,Cold,1,5.38,2.26
2025-10-30,Punjab,Pulses,Normal,0,6.34,1.89
2023-12-11,Andhra Pradesh,Vegetables,Normal,0,13.17,10.17
2025-04-17,Sikkim,Vegetables,Open,0,23.69,30.91
2025-03-20,Meghalaya,Pulses,Normal,0,4.15,1.6
2023-06-20,Maharashtra,Vegetables,Normal,0,13.2,13.5
2023-06-04,Telangana,Cereals,Normal,0,8.74,2.23
2026-09-11,Uttar Pradesh,Cereals,Normal,0,6.68,1.65
2025-09-02,Himachal Pradesh,Fruits,Normal,0,1.33,1.41
2025-05-13,Andhra Pradesh,Fruits,Cold,1,15.03,11.24
2023-04-18,Tripura,Pulses,Normal,0,2.08,0.7
2025-01-06,Gujarat,Pulses,Cold,1,7.36,1.52
2025-06-15,Nagaland,Cereals,Cold,1,3.79,0.52
2026-03-10,Assam,Fruits,Cold,1,1.07,0.49
2025-07-04,Himachal Pradesh,Vegetables,Normal,0,94.42,101.77
2026-09-04,Assam,Pulses,Cold,1,32.83,7.83
2026-01-19,Karnataka,Cereals,Cold,1,9.52,1.26
2026-05-22,Assam,Fruits,Cold,1,6.18,3.3
2025-05-10,Tripura,Pulses,Open,0,17.79,11.37
2024-04-04,Andhra Pradesh,Vegetables,Cold,1,2.69,1.05
2024-01-10,Maharashtra,Cereals,Open,0,3.21,1.38
2023-04-06,Rajasthan,Vegetables,Open,0,3.85,6.67
2023-03-16,Karnataka,Fruits,Normal,0,24.44,33.93
2023-03-27,Uttar Pradesh,Cereals,Normal,0,21.42,7.22
2025-02-04,Tamil Nadu,Fruits,Normal,0,3.75,4.58
2024-12-05,Odisha,Fruits,Open,0,44.26,141.68
2026-10-15,Maharashtra,Cereals,Cold,1,8.53,1.29
2024-09-16,Chhattisgarh,Fruits,Normal,0,11.5,12.69
2023-11-28,Tamil Nadu,Cereals,Cold,1,14.98,2.2
2023-03-19,Tamil Nadu,Pulses,Cold,1,15.42,3.97
2026-04-06,Goa,Pulses,Normal,0,4.4,1.43
2024-02-21,Mizoram,Cereals,Open,0,16.54,7.37
2026-01-16,Karnataka,Cereals,Cold,1,1.92,0.21
2023-09-04,Nagaland,Cereals,Normal,0,3.83,0.9
2024-12-22,Sikkim,Pulses,Normal,0,11.39,5.47
2023-10-10,Haryana,Fruits,Cold,1,2.44,1.14
2025-03-08,Uttarakhand,Fruits,Normal,0,38.55,61.23
2024-03-11,Mizoram,Cereals,Cold,1,17.87,2.47
2023-02-24,Jharkhand,Cereals,Normal,0,53.38,18.38
2023-09-18,Madhya Pradesh,Cereals,Normal,0,6.7,2.02
2023-07-11,Arunachal Pradesh,Pulses,Open,0,11.43,5.94
2026-12-21,Kerala,Fruits,Normal,0,4.03,4.85
2023-04-01,Manipur,Pulses,Normal,0,1.9,0.54
2025-12-28,Uttarakhand,Vegetables,Normal,0,25.64,25.76
2025-03-18,Chhattisgarh,Pulses,Normal,0,4.97,1.93
2024-08-26,Nagaland,Cereals,Normal,0,12.17,3.1
2026-11-07,Odisha,Pulses,Cold,1,2.99,0.73
2024-07-01,Bihar,Vegetables,Normal,0,23.73,20.52
2025-01-22,Haryana,Vegetables,Cold,1,1.8,0.58
2024-08-12,Arunachal Pradesh,Vegetables,Open,0,6.09,7.2
2026-09-01,Nagaland,Vegetables,Cold,1,49.07,27.71
2024-05-04,Haryana,Cereals,Normal,0,3.74,0.99
2026-04-22,Tamil Nadu,Vegetables,Open,0,2.29,2.24
2026-10-29,Manipur,Pulses,Normal,0,12.2,5.3
2023-08-05,Mizoram,Vegetables,Normal,0,11.45,10.25
2025-07-30,Meghalaya,Cereals,Open,0,10.35,3.59
2023-02-22,Madhya Pradesh,Fruits,Cold,1,22.4,17.96
2026-09-12,Arunachal Pradesh,Cereals,Normal,0,5.98,1.48
2023-10-25,Maharashtra,Fruits,Cold,1,5.01,3.06
2023-01-07,Himachal Pradesh,Fruits,Open,0,21.07,48.03
2026-04-02,Arunachal Pradesh,Vegetables,Cold,1,19.98,10.64
2025-02-21,Assam,Vegetables,Cold,1,1.89,0.57
2024-08-24,Sikkim,Fruits,Normal,0,17.62,25.13
2024-05-28,Maharashtra,Cereals,Normal,0,9.15,2.72
2023-03-11,Nagaland,Pulses,Cold,1,8.78,2.02
2025-03-30,Gujarat,Cereals,Open,0,11.47,4.28
2023-07-19,Chhattisgarh,Cereals,Open,0,3.36,1.13
2024-01-04,Jharkhand,Cereals,Normal,0,21.66,6.98
2026-04-27,Assam,Pulses,Open,0,34.64,27.07
2024-05-10,Andhra Pradesh,Vegetables,Open,0,12.82,16.52
2026-03-01,West Bengal,Pulses,Normal,0,7.76,2.85
2026-11-04,Manipur,Cereals,Normal,0,1.78,0.43
2024-06-01,Meghalaya,Cereals,Open,0,35.71,17.23
2026-03-03,Goa,Cereals,Open,0,40.52,18.16
2024-05-23,Chhattisgarh,Cereals,Cold,1,4.96,0.59
2023-07-24,Uttar Pradesh,Pulses,Open,0,5.53,3.36
2024-12-30,Tamil Nadu,Fruits,Open,0,7.96,14.67
2024-02-28,Manipur,Pulses,Open,0,29.34,19.4
2026-08-14,Nagaland,Cereals,Open,0,5.88,2.09
2024-05-28,Punjab,Cereals,Open,0,28.78,12.07
2025-07-31,Bihar,Pulses,Cold,1,33.45,8.48
2023-10-20,Goa,Vegetables,Open,0,6.56,6.77
2026-07-01,Odisha,Fruits,Open,0,15.43,36.33
2025-11-19,Telangana,Cereals,Cold,1,1.4,0.16
2024-06-04,Mizoram,Vegetables,Open,0,37.06,58.12
2026-03-02,Andhra Pradesh,Pulses,Open,0,5.09,2.47
2025-07-26,Odisha,Pulses,Open,0,9.93,6.82
2024-02-18,Haryana,Pulses,Cold,1,6.46,1.2
2026-07-16,Haryana,Vegetables,Cold,1,5.79,2.26
2026-02-10,Rajasthan,Pulses,Cold,1,4.13,1.04
2026-03-01,Jharkhand,Vegetables,Normal,0,29.74,30.41
2025-02-18,Gujarat,Vegetables,Open,0,2.31,2.01
2024-01-09,Gujarat,Cereals,Cold,1,64.88,12.8
2025-12-05,Rajasthan,Vegetables,Normal,0,19.52,26.11
2025-08-28,Uttar Pradesh,Vegetables,Open,0,4.63,5.57
2024-06-01,Manipur,Fruits,Open,0,15.18,25.53
2023-07-10,Mizoram,Cereals,Open,0,29.28,12.56
2024-04-11,Madhya Pradesh,Fruits,Open,0,6.13,11.54
2025-09-05,Manipur,Cereals,Cold,1,3.27,0.39
2024-12-13,Haryana,Vegetables,Normal,0,7.64,5.66
2026-01-09,West Bengal,Fruits,Normal,0,5.01,5.28
2023-04-30,Goa,Fruits,Normal,0,8.66,10.31
2024-09-21,Andhra Pradesh,Pulses,Normal,0,7.46,3.01
2023-06-02,Rajasthan,Pulses,Open,0,33.5,31.66
2026-08-03,West Bengal,Vegetables,Open,0,39.78,56.71
2026-08-20,Uttarakhand,Fruits,Normal,0,2.3,2.48
2023-02-09,Rajasthan,Fruits,Open,0,14.97,37.77
2026-07-08,Kerala,Cereals,Normal,0,65.12,23.37
2025-09-05,Bihar,Pulses,Open,0,62.56,44.06
2025-04-22,Uttar Pradesh,Pulses,Normal,0,24.78,12.41
2023-11-30,Mizoram,Fruits,Normal,0,4.08,5.0
2025-10-20,Chhattisgarh,Pulses,Normal,0,4.51,1.58
2023-07-08,Chhattisgarh,Vegetables,Cold,1,50.92,26.79
2025-01-04,Telangana,Fruits,Normal,0,3.68,4.58
2023-07-26,Arunachal Pradesh,Pulses,Normal,0,56.11,30.23
2026-12-26,Gujarat,Fruits,Open,0,0.72,0.76
2026-12-15,Meghalaya,Vegetables,Normal,0,1.67,1.16
2026-08-20,Karnataka,Cereals,Open,0,41.28,23.11
2025-02-25,Uttarakhand,Vegetables,Normal,0,36.98,37.48
2026-05-19,Tamil Nadu,Pulses,Open,0,7.39,4.52
2025-05-20,Mizoram,Pulses,Cold,1,9.19,2.11
2024-06-02,Assam,Cereals,Cold,1,57.26,8.98
2026-07-30,Sikkim,Fruits,Cold,1,43.25,31.24
2023-07-25,Arunachal Pradesh,Vegetables,Normal,0,3.53,2.61
2024-09-13,Rajasthan,Cereals,Normal,0,28.5,12.71
2026-06-01,Jharkhand,Cereals,Open,0,61.86,34.13
2024-01-11,Punjab,Fruits,Normal,0,2.26,1.78
2023-01-17,Haryana,Pulses,Cold,1,13.73,3.2
2026-11-02,Odisha,Fruits,Open,0,28.44,80.05
2026-04-25,Tripura,Pulses,Normal,0,60.62,35.67
2025-03-16,Jharkhand,Pulses,Open,0,25.53,17.0
2026-05-21,Tripura,Cereals,Open,0,14.72,5.32
2026-09-24,Punjab,Pulses,Cold,1,9.51,1.48
2025-10-11,Karnataka,Fruits,Cold,1,7.41,3.98
2026-05-03,West Bengal,Pulses,Cold,1,2.54,0.48
2024-08-02,Madhya Pradesh,Cereals,Normal,0,13.47,4.45
2025-07-29,Andhra Pradesh,Vegetables,Cold,1,25.45,13.5
2023-05-30,Chhattisgarh,Vegetables,Cold,1,4.46,1.67
2024-01-15,Uttar Pradesh,Pulses,Normal,0,11.68,5.09
2023-03-06,Sikkim,Pulses,Normal,0,3.75,1.56
2026-09-23,Telangana,Vegetables,Cold,1,10.11,4.48
2023-03-16,Assam,Fruits,Normal,0,14.46,17.06
2023-02-28,Himachal Pradesh,Cereals,Normal,0,90.03,30.56
2023-01-17,Himachal Pradesh,Pulses,Open,0,19.93,13.12
2024-03-31,Manipur,Pulses,Open,0,1.82,0.77
2024-05-17,Nagaland,Vegetables,Open,0,49.44,83.59
2023-11-21,Uttarakhand,Fruits,Cold,1,9.7,5.65
2023-01-10,Rajasthan,Vegetables,Open,0,4.29,5.97
2023-05-31,Kerala,Cereals,Open,0,19.92,8.01
2024-07-29,Tamil Nadu,Fruits,Open,0,7.86,15.29
2026-01-19,Manipur,Vegetables,Cold,1,9.52,4.01
2024-02-16,Haryana,Pulses,Normal,0,43.84,20.43
2026-07-19,Arunachal Pradesh,Vegetables,Normal,0,3.87,3.26
2025-05-01,Tamil Nadu,Pulses,Cold,1,8.91,2.1
2023-07-17,Tripura,Pulses,Normal,0,44.29,23.92
2025-09-26,Nagaland,Pulses,Cold,1,65.59,19.23
2025-07-30,Tripura,Pulses,Normal,0,4.93,1.97
2025-09-24,Odisha,Vegetables,Normal,0,81.91,130.43
2026-04-25,Jharkhand,Fruits,Cold,1,1.09,0.48
2026-06-17,Jharkhand,Fruits,Cold,1,84.54,74.48
2023-01-26,Goa,Cereals,Normal,0,32.48,11.06
2024-01-21,Andhra Pradesh,Cereals,Open,0,41.98,21.55
2024-07-09,Maharashtra,Fruits,Normal,0,4.15,6.26
2026-09-03,Nagaland,Cereals,Cold,1,56.98,8.9
2025-07-24,Chhattisgarh,Vegetables,Open,0,22.04,28.79
2025-11-30,Himachal Pradesh,Fruits,Normal,0,12.14,13.99
2023-06-26,Sikkim,Fruits,Cold,1,18.88,14.94
2026-10-24,Uttarakhand,Cereals,Open,0,4.08,1.42
2023-03-31,Tripura,Vegetables,Open,0,4.77,4.39
2024-04-04,Manipur,Fruits,Normal,0,2.69,3.09
2026-03-26,Gujarat,Fruits,Cold,1,15.58,9.64
2026-04-26,Manipur,Cereals,Cold,1,73.16,13.04
2023-06-26,Jharkhand,Cereals,Cold,1,10.74,1.32
2025-05-23,West Bengal,Vegetables,Open,0,13.24,15.76
2025-09-28,Meghalaya,Fruits,Cold,1,5.76,3.26
2023-04-28,Chhattisgarh,Cereals,Cold,1,19.33,2.57
2026-09-20,Sikkim,Pulses,Normal,0,9.38,4.31
2026-06-11,Punjab,Vegetables,Cold,1,14.9,6.12
2023-07-27,Goa,Pulses,Normal,0,10.42,4.48
2024-01-08,Madhya Pradesh,Cereals,Normal,0,23.01,7.69
2024-12-16,Madhya Pradesh,Fruits,Open,0,30.77,70.26
2023-01-27,Madhya Pradesh,Cereals,Cold,1,4.33,0.51
2023-02-20,Rajasthan,Fruits,Normal,0,1.98,2.66
2026-06-07,Telangana,Vegetables,Normal,0,37.59,41.34
2025-11-28,Himachal Pradesh,Vegetables,Normal,0,5.71,4.19
2023-10-04,Mizoram,Fruits,Open,0,53.43,112.9
2023-07-06,Goa,Vegetables,Normal,0,1.29,0.77
2025-05-02,Nagaland,Vegetables,Cold,1,1.71,0.62
2026-02-10,Nagaland,Vegetables,Normal,0,7.94,6.32
2024-04-02,Telangana,Cereals,Cold,1,29.2,5.33
2023-07-26,Gujarat,Fruits,Cold,1,56.11,52.6
2026-07-05,Rajasthan,Vegetables,Cold,1,7.47,3.9
2025-08-29,Odisha,Vegetables,Normal,0,12.23,15.47
2024-02-02,Meghalaya,Vegetables,Normal,0,30.31,32.78
2023-10-16,Kerala,Pulses,Cold,1,52.81,12.27
2026-05-02,Punjab,Fruits,Open,0,4.65,6.38
2025-08-20,Assam,Pulses,Open,0,22.38,14.33
2023-02-04,Mizoram,Vegetables,Normal,0,5.27,4.25
2023-07-07,Telangana,Vegetables,Normal,0,1.74,1.0
2026-08-06,Jharkhand,Cereals,Normal,0,14.43,4.81
2025-05-14,Manipur,Cereals,Open,0,3.07,0.93
2024-01-02,Mizoram,Fruits,Open,0,58.58,134.86
2026-04-09,West Bengal,Cereals,Normal,0,10.38,3.31
2026-07-25,Kerala,Cereals,Normal,0,7.22,2.09
2025-05-24,Haryana,Fruits,Normal,0,2.87,2.91
2025-03-24,Jharkhand,Pulses,Cold,1,24.36,6.48
2024-08-28,Jharkhand,Fruits,Open,0,2.35,3.42
2026-01-29,Kerala,Vegetables,Open,0,48.15,77.7
2024-11-29,Rajasthan,Pulses,Normal,0,6.03,3.55
2024-08-22,Telangana,Vegetables,Normal,0,69.97,67.95
2023-03-28,Haryana,Cereals,Cold,1,7.88,1.13
2024-08-26,Uttar Pradesh,Vegetables,Normal,0,10.71,9.21
2026-02-13,Karnataka,Vegetables,Cold,1,17.88,8.07
2023-02-19,Madhya Pradesh,Pulses,Normal,0,5.97,2.0
2025-05-18,Rajasthan,Vegetables,Open,0,6.74,10.16
2023-10-18,Haryana,Vegetables,Normal,0,7.64,6.63
2026-01-07,Kerala,Cereals,Normal,0,61.17,25.55
2024-09-04,Andhra Pradesh,Vegetables,Normal,0,24.36,22.43
2023-02-03,Maharashtra,Fruits,Cold,1,8.8,7.34
2025-11-03,Arunachal Pradesh,Pulses,Cold,1,35.67,10.19
2024-09-15,Maharashtra,Pulses,Open,0,2.38,1.4
2026-04-09,Odisha,Fruits,Cold,1,48.59,45.93
2024-04-17,Sikkim,Cereals,Normal,0,22.1,7.36
2025-03-26,Goa,Pulses,Cold,1,0.81,0.13
2025-12-23,Uttar Pradesh,Cereals,Normal,0,28.16,8.99
2024-05-20,Maharashtra,Pulses,Cold,1,1.78,0.37
2024-02-25,Goa,Vegetables,Cold,1,1.62,0.45
2023-12-18,Telangana,Fruits,Cold,1,4.09,2.5
2024-03-27,Madhya Pradesh,Pulses,Open,0,24.95,16.6
2025-05-02,Telangana,Cereals,Normal,0,3.05,0.69
2026-08-21,Madhya Pradesh,Vegetables,Normal,0,1.16,0.63
2023-11-11,Madhya Pradesh,Fruits,Normal,0,17.55,22.97
2024-09-15,Punjab,Cereals,Cold,1,72.47,11.82
2023-03-29,Manipur,Vegetables,Normal,0,21.12,18.85
2024-07-05,Punjab,Vegetables,Open,0,10.98,9.36
2025-04-09,Arunachal Pradesh,Cereals,Cold,1,19.32,3.28
2026-05-24,Meghalaya,Pulses,Open,0,90.96,73.41
2024-09-06,Kerala,Cereals,Cold,1,49.33,9.01
2025-03-12,Nagaland,Vegetables,Cold,1,13.24,5.26
2024-03-05,Jharkhand,Fruits,Normal,0,12.15,14.73
2025-05-24,Haryana,Pulses,Normal,0,2.87,1.05
2023-03-08,Assam,Cereals,Cold,1,5.27,0.71
2024-07-26,Maharashtra,Pulses,Cold,1,17.32,4.12
2024-06-17,Bihar,Vegetables,Cold,1,14.46,6.97
2026-11-04,Uttar Pradesh,Fruits,Normal,0,90.44,162.16
2023-01-14,Kerala,Vegetables,Normal,0,2.25,1.74
2024-03-28,Tripura,Vegetables,Normal,0,1.28,0.86
2025-03-14,Manipur,Fruits,Open,0,11.96,21.71
2025-01-08,Bihar,Fruits,Cold,1,94.57,84.54
2023-07-09,Bihar,Fruits,Normal,0,16.81,26.28
2025-11-13,Assam,Vegetables,Normal,0,9.16,6.84
2026-06-03,Meghalaya,Pulses,Cold,1,10.04,2.11
2023-09-16,Odisha,Fruits,Cold,1,10.2,7.88
2026-06-06,Chhattisgarh,Fruits,Cold,1,0.68,0.32
2024-07-07,Uttar Pradesh,Fruits,Normal,0,34.68,49.71
2024-04-11,Telangana,Pulses,Normal,0,6.13,2.51
2023-05-21,Madhya Pradesh,Vegetables,Cold,1,34.82,17.77
2026-04-05,Andhra Pradesh,Vegetables,Cold,1,39.53,20.8
2024-02-06,Gujarat,Pulses,Open,0,5.76,2.95
2026-10-21,Tamil Nadu,Vegetables,Open,0,4.05,3.97
2025-10-23,Telangana,Fruits,Normal,0,10.32,13.5
2026-01-11,Madhya Pradesh,Cereals,Open,0,1.79,0.48
2025-01-19,Karnataka,Fruits,Open,0,47.04,91.33
2024-12-06,Arunachal Pradesh,Pulses,Normal,0,2.64,0.83
2025-03-11,Assam,Cereals,Normal,0,36.75,14.34
2023-06-21,Kerala,Fruits,Cold,1,110.03,91.25
2026-05-14,Tamil Nadu,Pulses,Cold,1,19.3,4.54
2023-11-23,Jharkhand,Cereals,Open,0,4.47,1.76
2024-09-30,Jharkhand,Fruits,Normal,0,101.21,186.51
2026-11-19,Manipur,Pulses,Open,0,1.81,0.86
2024-04-28,Nagaland,Vegetables,Normal,0,25.23,24.93
2025-07-03,Mizoram,Cereals,Cold,1,14.88,2.21
2023-07-31,Uttar Pradesh,Vegetables,Normal,0,7.74,6.63
2023-11-30,Goa,Fruits,Open,0,6.64,11.04
2023-06-06,Punjab,Fruits,Normal,0,1.16,0.81
2025-12-07,Telangana,Cereals,Cold,1,2.57,0.29
2025-12-01,Meghalaya,Pulses,Cold,1,33.58,7.36
2024-05-14,Tripura,Fruits,Cold,1,36.75,30.9
2023-05-24,Odisha,Cereals,Open,0,7.82,3.61
2025-01-09,Odisha,Fruits,Normal,0,41.83,82.9
2023-07-02,Rajasthan,Vegetables,Open,0,3.39,4.63
2026-01-27,Tripura,Pulses,Cold,1,7.22,1.58
2024-06-25,Arunachal Pradesh,Cereals,Cold,1,7.15,0.98
2023-12-21,Mizoram,Fruits,Normal,0,11.09,14.39
2026-09-04,Chhattisgarh,Pulses,Normal,0,21.94,10.63
2024-12-08,Punjab,Cereals,Normal,0,8.68,1.78
2024-12-22,Telangana,Fruits,Cold,1,2.68,1.43
2025-08-16,Madhya Pradesh,Pulses,Open,0,73.38,63.08
2025-04-02,Uttarakhand,Fruits,Cold,1,19.36,13.52
2025-04-18,Andhra Pradesh,Pulses,Open,0,0.71,0.31
2026-07-17,Telangana,Fruits,Open,0,12.62,23.61
