State,Crop,Date,Rainfall,Production_MT,ProductionRisk
Karnataka,Fruits,2023-04-02,950,56.52164442684552,43.47835557315448
Himachal Pradesh,Fruits,2024-12-14,1600,23.569716346295593,76.43028365370441
Bihar,Pulses,2024-09-18,1100,41.63893354481699,58.36106645518301
Sikkim,Cereals,2025-02-21,1800,21.036279612590004,78.96372038740999
Andhra Pradesh,Fruits,2024-09-10,1000,49.293540884607125,50.706459115392875
Karnataka,Cereals,2026-09-23,950,74.56465365886667,25.435346341133325
Goa,Vegetables,2025-07-04,3000,0.15642990157331857,99.84357009842668
Goa,Pulses,2024-04-26,3000,0.10047515366905156,99.89952484633095
Andhra Pradesh,Vegetables,2026-06-21,1000,56.99703288518788,43.00296711481212
Arunachal Pradesh,Cereals,2023-02-26,2800,0.39602606859353573,99.60397393140646
Himachal Pradesh,Cereals,2025-01-18,1600,40.62784537038815,59.37215462961185
Madhya Pradesh,Cereals,2023-07-09,1000,78.92972943317878,21.070270566821222
Kerala,Vegetables,2026-07-28,3000,0.13633835605176242,99.86366164394823
Jharkhand,Vegetables,2023-05-29,1400,41.6590046792797,58.3409953207203
Assam,Fruits,2023-05-03,2000,9.703316459417875,90.29668354058212
Bihar,Pulses,2023-04-14,1100,37.08441182912082,62.91558817087918
Mizoram,Fruits,2026-02-13,2400,1.729022205403177,98.27097779459682
Tripura,Pulses,2024-01-15,2300,2.7419907376451413,97.25800926235486
Uttarakhand,Vegetables,2023-01-01,1500,43.37095303610505,56.62904696389495
Mizoram,Fruits,2025-05-01,2400,1.8061868978812783,98.19381310211872
Andhra Pradesh,Pulses,2025-01-15,1000,42.53291819906895,57.46708180093105
Uttarakhand,Vegetables,2024-03-08,1500,36.136642401902634,63.863357598097366
Tripura,Cereals,2023-03-11,2300,4.984031857754255,95.01596814224574
Tripura,Pulses,2025-04-27,2300,2.811593818733557,97.18840618126644
Andhra Pradesh,Fruits,2026-08-15,1000,49.05735840303214,50.94264159696786
Bihar,Vegetables,2023-05-21,1100,57.69325233221887,42.30674766778113
Sikkim,Pulses,2026-09-09,1800,14.87926113752695,85.12073886247305
Arunachal Pradesh,Vegetables,2026-12-01,2800,0.3372325106450362,99.66276748935496
Jharkhand,Fruits,2023-08-21,1400,37.41284052197785,62.58715947802215
Uttarakhand,Pulses,2024-04-17,1500,24.384014364234787,75.61598563576521
Arunachal Pradesh,Cereals,2023-04-19,2800,0.39289833534464697,99.60710166465535
Gujarat,Cereals,2023-10-04,800,72.83020796548313,27.169792034516874
Rajasthan,Pulses,2024-12-06,300,21.580192421839847,78.41980757816015
Uttarakhand,Vegetables,2023-04-17,1500,43.10586237479279,56.89413762520721
Haryana,Pulses,2026-07-10,650,47.91397044086923,52.08602955913077
Karnataka,Vegetables,2025-05-13,950,73.56099337558979,26.43900662441021
Himachal Pradesh,Cereals,2024-09-12,1600,40.3131232314783,59.6868767685217
Punjab,Vegetables,2023-07-17,650,78.76230846995671,21.237691530043293
Gujarat,Fruits,2024-10-23,800,61.68701430737893,38.31298569262107
Assam,Vegetables,2024-07-31,2000,12.082096017666297,87.9179039823337
Uttar Pradesh,Vegetables,2023-03-16,900,68.1107078175613,31.889292182438695
Bihar,Cereals,2024-05-08,1100,67.6312561474313,32.3687438525687
Telangana,Fruits,2025-01-11,900,58.19761395894378,41.80238604105622
Maharashtra,Fruits,2026-12-14,900,67.08868099080668,32.91131900919332
Maharashtra,Cereals,2023-02-01,900,96.2372508482332,3.7627491517667977
Meghalaya,Pulses,2025-12-23,2600,0.70759004567941,99.29240995432059
Telangana,Cereals,2024-11-01,900,78.03384301293046,21.96615698706954
Nagaland,Fruits,2023-11-13,2100,5.600082781078103,94.3999172189219
Karnataka,Pulses,2025-03-23,950,47.72766264484155,52.27233735515845
Assam,Cereals,2025-11-05,2000,14.46674783635744,85.53325216364256
Manipur,Fruits,2024-12-17,2200,4.856076521354488,95.14392347864552
Andhra Pradesh,Pulses,2025-02-02,1000,39.29856289557865,60.70143710442135
Manipur,Pulses,2024-01-03,2200,3.32746994041912,96.67253005958088
Odisha,Fruits,2026-04-23,1500,31.616333733122595,68.38366626687741
Chhattisgarh,Cereals,2025-11-14,1300,66.11636857784941,33.883631422150586
Bihar,Vegetables,2026-10-31,1100,48.850751479156294,51.149248520843706
Arunachal Pradesh,Vegetables,2025-04-01,2800,0.36161844953042255,99.63838155046957
Haryana,Cereals,2024-06-26,650,72.18998544917778,27.810014550822217
Arunachal Pradesh,Fruits,2024-05-24,2800,0.31259855890959426,99.6874014410904
Tripura,Fruits,2026-09-22,2300,3.4802569693113643,96.51974303068863
Haryana,Cereals,2026-02-17,650,71.13558353191087,28.864416468089132
Gujarat,Pulses,2025-11-22,800,51.27337756280887,48.72662243719113
Tamil Nadu,Fruits,2023-01-22,1000,46.49181882447855,53.50818117552145
Andhra Pradesh,Cereals,2026-08-21,1000,66.87273016082175,33.127269839178254
Rajasthan,Cereals,2026-12-28,300,34.42779221573899,65.57220778426101
Bihar,Fruits,2024-08-05,1100,46.07685862976161,53.92314137023839
Tamil Nadu,Fruits,2025-05-14,1000,54.7243905113646,45.2756094886354
Sikkim,Cereals,2023-10-01,1800,21.720524614062644,78.27947538593736
Gujarat,Cereals,2024-10-30,800,78.49584704809635,21.50415295190365
Uttarakhand,Vegetables,2023-03-16,1500,37.95914029546511,62.04085970453489
Uttarakhand,Pulses,2024-02-20,1500,28.453088595359155,71.54691140464084
Punjab,Pulses,2026-07-28,650,46.067598186953724,53.932401813046276
Gujarat,Vegetables,2025-01-18,800,61.502081380432195,38.497918619567805
Maharashtra,Cereals,2026-10-06,900,94.91038042321345,5.089619576786546
Odisha,Fruits,2026-08-16,1500,27.137321779441386,72.86267822055862
Bihar,Fruits,2023-07-19,1100,48.35462899855471,51.64537100144529
Haryana,Vegetables,2026-11-01,650,65.42452878220834,34.57547121779166
Assam,Vegetables,2026-02-19,2000,10.454916038729863,89.54508396127014
Punjab,Fruits,2023-05-16,650,50.05385764814509,49.94614235185491
Uttar Pradesh,Vegetables,2025-01-08,900,63.11382149544916,36.88617850455084
Tamil Nadu,Cereals,2025-01-05,1000,80.05694585402694,19.943054145973065
Nagaland,Cereals,2026-08-12,2100,9.485824255058116,90.51417574494188
Punjab,Cereals,2026-03-07,650,83.19088018840502,16.809119811594982
Rajasthan,Cereals,2024-04-23,300,37.45301696494075,62.54698303505925
Punjab,Fruits,2025-07-20,650,65.8031549295086,34.196845070491406
Gujarat,Pulses,2026-04-07,800,53.34175061936527,46.65824938063473
Rajasthan,Vegetables,2024-05-17,300,25.350839600565024,74.64916039943498
Gujarat,Pulses,2024-05-16,800,48.14089998663011,51.85910001336989
Karnataka,Pulses,2024-02-14,950,42.77899734052207,57.22100265947793
Meghalaya,Vegetables,2026-01-15,2600,0.9109241742548176,99.08907582574518
Madhya Pradesh,Vegetables,2025-06-16,1000,66.45217946561341,33.54782053438659
Uttar Pradesh,Pulses,2023-04-25,900,44.13836588825038,55.86163411174962
Goa,Vegetables,2025-03-04,3000,0.14148393122482966,99.85851606877517
Meghalaya,Pulses,2024-09-20,2600,0.6635876958822097,99.33641230411779
Telangana,Fruits,2023-11-14,900,53.78337740199078,46.21662259800922
Sikkim,Cereals,2024-04-08,1800,19.679959399114686,80.3200406008853
Andhra Pradesh,Vegetables,2023-03-13,1000,60.98169524348053,39.01830475651947
Sikkim,Fruits,2023-04-14,1800,14.536087426497273,85.46391257350272
Rajasthan,Vegetables,2023-05-22,300,27.157167509457295,72.8428324905427
Sikkim,Vegetables,2024-12-04,1800,18.132476460302836,81.86752353969716
Meghalaya,Vegetables,2024-09-06,2600,1.0224454375695138,98.97755456243048
Maharashtra,Fruits,2025-06-03,900,58.52952433169656,41.47047566830344
Assam,Cereals,2026-08-26,2000,13.406391812162799,86.5936081878372
Bihar,Cereals,2026-12-27,1100,60.92560041271711,39.07439958728289
Nagaland,Vegetables,2024-04-24,2100,6.986077615808093,93.0139223841919
Jharkhand,Pulses,2023-03-20,1400,33.66022246571684,66.33977753428316
Jharkhand,Cereals,2025-06-25,1400,55.97225731438104,44.02774268561896
Uttar Pradesh,Cereals,2024-07-26,900,72.83593916863934,27.164060831360658
Haryana,Cereals,2026-09-06,650,66.97713175169189,33.022868248308114
Goa,Pulses,2026-11-15,3000,0.09586394843948921,99.90413605156051
Sikkim,Fruits,2025-09-24,1800,16.487393249683866,83.51260675031614
Gujarat,Fruits,2024-04-08,800,55.21265715151878,44.78734284848122
Chhattisgarh,Cereals,2024-12-20,1300,57.104793764970786,42.895206235029214
Bihar,Pulses,2025-11-06,1100,31.68167098701524,68.31832901298476
Tripura,Fruits,2025-05-19,2300,3.2069436262850153,96.79305637371499
Madhya Pradesh,Fruits,2026-06-01,1000,59.1619349752515,40.8380650247485
Tripura,Pulses,2024-05-17,2300,2.406303132024614,97.59369686797538
Andhra Pradesh,Fruits,2025-08-11,1000,58.037549438254025,41.962450561745975
Chhattisgarh,Fruits,2023-01-09,1300,40.85380352310324,59.14619647689676
Andhra Pradesh,Pulses,2026-04-12,1000,51.066097430747476,48.933902569252524
Telangana,Fruits,2026-06-20,900,54.83355436424875,45.16644563575125
Mizoram,Fruits,2026-12-17,2400,2.0757587031161693,97.92424129688384
Tamil Nadu,Cereals,2025-02-12,1000,70.34140485563752,29.65859514436248
Nagaland,Vegetables,2023-04-09,2100,8.026559508943867,91.97344049105614
Odisha,Fruits,2025-05-02,1500,26.425307149669436,73.57469285033056
Meghalaya,Pulses,2025-11-02,2600,0.6219163623969856,99.37808363760301
Sikkim,Vegetables,2026-12-28,1800,21.84566938806589,78.15433061193411
Bihar,Cereals,2024-11-18,1100,60.01743775782184,39.98256224217816
Tamil Nadu,Vegetables,2025-01-31,1000,72.54821546296395,27.451784537036048
Bihar,Cereals,2024-12-02,1100,69.71549858196309,30.28450141803691
Manipur,Vegetables,2025-12-03,2200,4.998641724267308,95.0013582757327
Odisha,Vegetables,2026-02-14,1500,37.17964612315376,62.82035387684624
Andhra Pradesh,Cereals,2026-11-21,1000,83.95344078302782,16.046559216972184
Tripura,Pulses,2023-09-24,2300,3.062765375584631,96.93723462441537
Bihar,Cereals,2023-10-12,1100,52.770099485989554,47.229900514010446
West Bengal,Cereals,2024-05-18,1600,40.28575310875333,59.71424689124667
Tamil Nadu,Fruits,2025-03-11,1000,57.95008997747192,42.04991002252808
Goa,Vegetables,2024-10-13,3000,0.14234330700351697,99.85765669299649
Meghalaya,Fruits,2026-05-02,2600,0.8104157280747282,99.18958427192527
Meghalaya,Cereals,2025-06-05,2600,1.2378918247066553,98.76210817529335
Arunachal Pradesh,Vegetables,2024-11-23,2800,0.3880865616016138,99.61191343839839
Gujarat,Vegetables,2026-11-13,800,74.22432663819737,25.77567336180263
Odisha,Pulses,2023-10-20,1500,25.266542343516214,74.73345765648378
Odisha,Cereals,2026-06-03,1500,37.726226695820586,62.273773304179414
Bihar,Pulses,2023-07-11,1100,31.56656260157723,68.43343739842277
Arunachal Pradesh,Vegetables,2026-12-13,2800,0.32926452761799085,99.670735472382
Meghalaya,Vegetables,2024-08-07,2600,1.0117398318991817,98.98826016810082
Sikkim,Pulses,2025-04-21,1800,12.99683269025931,87.00316730974069
Karnataka,Cereals,2025-08-31,950,71.03873974477652,28.96126025522348
Andhra Pradesh,Fruits,2024-02-24,1000,60.143228584386264,39.856771415613736
Punjab,Cereals,2025-04-11,650,94.24275000445328,5.757249995546715
Andhra Pradesh,Vegetables,2024-06-22,1000,65.23587731744165,34.76412268255835
Jharkhand,Fruits,2023-11-03,1400,37.456752345923455,62.543247654076545
Kerala,Cereals,2023-01-06,3000,0.19608254452487472,99.80391745547513
Uttar Pradesh,Cereals,2023-02-04,900,78.5664619379158,21.433538062084196
Mizoram,Cereals,2023-06-13,2400,2.392552910475227,97.60744708952477
Mizoram,Vegetables,2023-05-13,2400,2.6448288137804763,97.35517118621952
West Bengal,Vegetables,2026-07-01,1600,30.087475756699007,69.912524243301
Himachal Pradesh,Fruits,2025-10-16,1600,23.16217945652034,76.83782054347967
Himachal Pradesh,Vegetables,2026-04-30,1600,34.93179623188367,65.06820376811632
Himachal Pradesh,Pulses,2023-03-30,1600,22.254697880768447,77.74530211923155
Sikkim,Cereals,2024-04-14,1800,21.173607914619822,78.82639208538018
Sikkim,Vegetables,2025-04-19,1800,17.579909697156452,82.42009030284355
West Bengal,Vegetables,2023-01-30,1600,28.63308107779135,71.36691892220865
Haryana,Cereals,2026-11-14,650,89.15684908659543,10.843150913404571
Goa,Fruits,2024-12-16,3000,0.1261894268650486,99.87381057313495
Mizoram,Vegetables,2023-10-16,2400,2.475411464127823,97.52458853587218
Gujarat,Fruits,2024-03-03,800,50.92137971525552,49.07862028474448
Sikkim,Vegetables,2024-06-04,1800,21.237939975764327,78.76206002423567
Bihar,Vegetables,2023-04-19,1100,54.08712906954578,45.91287093045422
Goa,Pulses,2026-12-23,3000,0.10330572146869495,99.8966942785313
Telangana,Pulses,2026-06-03,900,54.59940236860794,45.40059763139206
Sikkim,Fruits,2025-07-13,1800,13.776395654025764,86.22360434597424
Chhattisgarh,Fruits,2025-06-16,1300,36.23858156735992,63.76141843264008
Jharkhand,Cereals,2025-06-05,1400,48.28018644954334,51.71981355045666
Madhya Pradesh,Pulses,2023-08-11,1000,49.80942832489609,50.19057167510391
Kerala,Pulses,2023-06-29,3000,0.1003845580836061,99.8996154419164
Goa,Vegetables,2025-08-16,3000,0.1341702486590473,99.86582975134095
Meghalaya,Cereals,2023-11-28,2600,1.367343876024904,98.6326561239751
Himachal Pradesh,Vegetables,2023-03-06,1600,31.015337989559267,68.98466201044073
Telangana,Fruits,2026-05-01,900,59.489465749757564,40.510534250242436
Assam,Pulses,2025-06-03,2000,7.55859438060906,92.44140561939093
Tripura,Cereals,2024-04-20,2300,4.324741627216279,95.67525837278372
Arunachal Pradesh,Cereals,2026-06-29,2800,0.4515411620325914,99.5484588379674
West Bengal,Fruits,2024-06-17,1600,23.598196015044184,76.40180398495582
Tamil Nadu,Cereals,2025-11-05,1000,76.48978479482557,23.510215205174433
Chhattisgarh,Fruits,2026-11-12,1300,37.7333278929183,62.2666721070817
Sikkim,Vegetables,2024-12-18,1800,17.81919229181994,82.18080770818005
Tamil Nadu,Vegetables,2025-05-18,1000,61.843340941864994,38.156659058135006
Nagaland,Fruits,2026-10-01,2100,6.465300194521562,93.53469980547844
Manipur,Fruits,2024-04-03,2200,3.8907215189833133,96.10927848101669
Tripura,Vegetables,2025-11-28,2300,3.5923851510326545,96.40761484896734
Meghalaya,Fruits,2024-04-13,2600,0.8662793533398677,99.13372064666014
Tamil Nadu,Vegetables,2025-02-22,1000,61.519814471336566,38.480185528663434
Himachal Pradesh,Fruits,2023-10-15,1600,23.903820547861503,76.0961794521385
Nagaland,Pulses,2025-10-24,2100,5.24651477774786,94.75348522225214
Mizoram,Pulses,2025-08-04,2400,1.5990431292037954,98.40095687079621
Gujarat,Pulses,2026-08-29,800,43.17072984475706,56.82927015524294
Telangana,Vegetables,2026-09-04,900,62.816882973260626,37.183117026739374
Tripura,Vegetables,2025-04-20,2300,3.5543354818785295,96.44566451812148
Punjab,Fruits,2024-05-16,650,52.61933207782477,47.38066792217523
Uttar Pradesh,Pulses,2024-03-03,900,39.228475225901924,60.771524774098076
Telangana,Vegetables,2025-06-03,900,68.6378045759126,31.362195424087403
Gujarat,Pulses,2025-02-13,800,49.863394322001795,50.136605677998205
Sikkim,Pulses,2024-02-09,1800,12.903565863870845,87.09643413612915
Manipur,Pulses,2023-10-26,2200,4.072663602005676,95.92733639799432
Haryana,Vegetables,2023-03-13,650,67.43323625678791,32.56676374321209
Rajasthan,Pulses,2024-01-15,300,17.482553772863408,82.51744622713659
Kerala,Pulses,2024-01-16,3000,0.1159721434326999,99.8840278565673
Uttarakhand,Vegetables,2026-07-03,1500,42.64766697840926,57.35233302159074
Nagaland,Vegetables,2024-08-15,2100,7.456352906250279,92.54364709374973
Sikkim,Fruits,2025-04-14,1800,17.297539838034265,82.70246016196573
Sikkim,Pulses,2023-10-09,1800,13.670422420729473,86.32957757927053
Sikkim,Cereals,2026-01-26,1800,20.72559644280889,79.2744035571911
Bihar,Fruits,2025-01-01,1100,46.49994020500964,53.50005979499036
West Bengal,Cereals,2026-11-29,1600,34.378513063196316,65.62148693680368
Nagaland,Cereals,2024-08-10,2100,9.35976032033742,90.64023967966259
Uttar Pradesh,Fruits,2025-01-21,900,54.46498694304377,45.53501305695623
West Bengal,Pulses,2025-09-16,1600,21.60823613614371,78.39176386385628
Manipur,Fruits,2025-08-12,2200,4.380114661244955,95.61988533875504
Punjab,Vegetables,2023-12-26,650,66.54089158924513,33.459108410754865
Haryana,Cereals,2023-06-10,650,81.6019019568773,18.3980980431227
Uttar Pradesh,Cereals,2025-04-24,900,73.67830810268748,26.32169189731252
Manipur,Pulses,2023-04-02,2200,4.223161006193835,95.77683899380617
Sikkim,Vegetables,2025-07-01,1800,18.09243976377369,81.90756023622632
Sikkim,Fruits,2025-11-27,1800,15.580811619956494,84.41918838004351
Himachal Pradesh,Vegetables,2024-09-14,1600,32.85926358264096,67.14073641735904
Madhya Pradesh,Fruits,2025-12-28,1000,56.382376643866245,43.617623356133755
Kerala,Pulses,2023-11-30,3000,0.11035746352707448,99.88964253647292
Nagaland,Fruits,2025-01-01,2100,5.63873321101121,94.36126678898879
Arunachal Pradesh,Pulses,2025-05-31,2800,0.25701949836941235,99.74298050163058
West Bengal,Fruits,2026-08-26,1600,30.39008543312629,69.60991456687371
Assam,Pulses,2024-11-21,2000,8.638914336948348,91.36108566305165
Manipur,Fruits,2026-04-12,2200,3.9981351928017497,96.00186480719825
Maharashtra,Vegetables,2026-10-31,900,66.51210921736315,33.48789078263685
Maharashtra,Vegetables,2026-02-07,900,65.41662214175015,34.58337785824985
Goa,Cereals,2024-03-31,3000,0.17189573205538966,99.82810426794461
Karnataka,Fruits,2026-03-17,950,51.668650497344004,48.331349502655996
Andhra Pradesh,Vegetables,2024-01-10,1000,63.19463628968348,36.80536371031652
Rajasthan,Cereals,2023-05-11,300,31.309843024548616,68.69015697545139
Sikkim,Fruits,2026-11-07,1800,15.052791753162058,84.94720824683795
Sikkim,Vegetables,2025-07-22,1800,19.08336502572486,80.91663497427514
Meghalaya,Vegetables,2023-01-01,2600,0.9485142545908086,99.0514857454092
Mizoram,Cereals,2026-07-15,2400,2.884168507850283,97.11583149214972
Meghalaya,Cereals,2026-12-22,2600,1.169024320387632,98.83097567961237
Uttar Pradesh,Pulses,2023-07-13,900,37.59632129458216,62.40367870541784
Punjab,Pulses,2023-10-12,650,47.47049299804323,52.52950700195677
Odisha,Fruits,2026-06-09,1500,27.660265309179213,72.33973469082079
Meghalaya,Vegetables,2023-07-10,2600,0.9769336450350472,99.02306635496495
Chhattisgarh,Cereals,2024-06-19,1300,59.60516751650386,40.39483248349614
Chhattisgarh,Cereals,2025-04-14,1300,51.69295337444435,48.30704662555565
Chhattisgarh,Pulses,2026-04-08,1300,34.51869825594835,65.48130174405165
Andhra Pradesh,Pulses,2024-11-01,1000,45.713928034202006,54.286071965797994
Nagaland,Vegetables,2023-10-15,2100,6.51765345704481,93.48234654295518
Gujarat,Cereals,2023-04-25,800,78.4878303068373,21.512169693162704
Meghalaya,Fruits,2023-12-03,2600,0.8960966783431822,99.10390332165682
Nagaland,Fruits,2026-01-02,2100,6.122798510241166,93.87720148975883
Uttarakhand,Vegetables,2025-10-16,1500,38.45778729760288,61.54221270239712
Arunachal Pradesh,Fruits,2026-04-08,2800,0.2652106508956647,99.73478934910433
Goa,Pulses,2023-10-18,3000,0.1115175799486912,99.8884824200513
Meghalaya,Cereals,2025-11-08,2600,1.1987565996984701,98.80124340030153
Telangana,Cereals,2024-05-24,900,75.0477526596758,24.952247340324206
Andhra Pradesh,Fruits,2023-03-29,1000,57.654548151840125,42.345451848159875
Assam,Pulses,2026-09-12,2000,7.58516909579245,92.41483090420755
Goa,Fruits,2023-09-15,3000,0.10150157870540356,99.89849842129459
Rajasthan,Vegetables,2024-11-03,300,27.286685615234738,72.71331438476525
Gujarat,Vegetables,2025-05-14,800,71.2693599031398,28.7306400968602
Meghalaya,Cereals,2024-04-17,2600,1.3654403286096737,98.63455967139032
Sikkim,Cereals,2023-05-24,1800,24.44725096588935,75.55274903411065
Karnataka,Vegetables,2025-12-11,950,70.88455748017482,29.11544251982518
Odisha,Fruits,2026-03-24,1500,30.704481560550494,69.29551843944951
Maharashtra,Vegetables,2024-06-06,900,76.47413847607217,23.52586152392783
Rajasthan,Pulses,2026-01-16,300,22.54442248058925,77.45557751941075
Bihar,Pulses,2025-11-22,1100,35.70496202714767,64.29503797285233
Haryana,Cereals,2025-11-23,650,67.30449544702323,32.69550455297677
Telangana,Vegetables,2025-03-09,900,73.12039234130845,26.879607658691555
Uttar Pradesh,Pulses,2024-09-03,900,36.40609046361355,63.59390953638645
West Bengal,Pulses,2025-10-23,1600,24.493097804178593,75.50690219582141
Punjab,Pulses,2026-06-15,650,55.46996568045117,44.53003431954883
Uttarakhand,Pulses,2024-01-12,1500,28.40397041654677,71.59602958345323
Maharashtra,Pulses,2025-09-14,900,46.21739922278096,53.78260077721904
Nagaland,Cereals,2025-01-14,2100,9.217851637245193,90.78214836275481
Maharashtra,Fruits,2025-12-27,900,62.80579257964116,37.19420742035884
Maharashtra,Vegetables,2024-04-09,900,78.10778250226309,21.892217497736908
Kerala,Cereals,2023-11-17,3000,0.1627476973629999,99.837252302637
Gujarat,Cereals,2024-05-27,800,88.14146972021719,11.858530279782812
Tamil Nadu,Fruits,2024-03-22,1000,45.8886932853062,54.1113067146938
Telangana,Vegetables,2023-04-14,900,74.89143705139011,25.108562948609887
Haryana,Fruits,2023-03-15,650,61.4201450995286,38.5798549004714
Telangana,Vegetables,2025-06-02,900,59.98520885674905,40.01479114325095
Madhya Pradesh,Cereals,2024-06-29,1000,79.26611027205868,20.733889727941317
Uttar Pradesh,Pulses,2024-05-12,900,40.48875746837905,59.51124253162095
Telangana,Fruits,2024-06-06,900,52.753843862196305,47.246156137803695
Uttarakhand,Pulses,2026-10-07,1500,25.610635390777507,74.3893646092225
Tripura,Pulses,2023-07-30,2300,2.3957452324758144,97.60425476752418
Jharkhand,Cereals,2026-01-10,1400,48.23288660558949,51.76711339441051
Nagaland,Cereals,2025-01-03,2100,9.202900960025083,90.79709903997491
Manipur,Vegetables,2026-09-14,2200,4.799790663301513,95.20020933669849
Himachal Pradesh,Pulses,2023-09-29,1600,21.427326437395084,78.57267356260492
West Bengal,Pulses,2024-12-26,1600,19.956152347868056,80.04384765213194
Uttarakhand,Fruits,2026-06-25,1500,34.80503604473427,65.19496395526573
Karnataka,Fruits,2024-05-22,950,48.89387203927747,51.10612796072253
Sikkim,Pulses,2026-01-03,1800,14.780230362917539,85.21976963708246
Punjab,Pulses,2024-12-24,650,48.24497756375545,51.75502243624455
Sikkim,Fruits,2026-03-22,1800,18.149247211822203,81.8507527881778
Andhra Pradesh,Fruits,2024-06-05,1000,61.46367634241358,38.53632365758642
Goa,Cereals,2023-11-15,3000,0.14734418640424446,99.85265581359576
Arunachal Pradesh,Cereals,2024-02-03,2800,0.39345247382515575,99.60654752617485
Karnataka,Pulses,2025-03-10,950,46.57263883071927,53.42736116928073
Himachal Pradesh,Pulses,2024-06-25,1600,24.28678511601447,75.71321488398553
Assam,Pulses,2023-05-28,2000,8.623578836119782,91.37642116388022
Odisha,Fruits,2023-10-20,1500,30.72997585707705,69.27002414292295
Jharkhand,Cereals,2024-11-12,1400,53.98220842131478,46.01779157868522
Meghalaya,Fruits,2024-01-11,2600,0.9481821230517186,99.05181787694828
Bihar,Vegetables,2024-07-19,1100,47.115764120210955,52.884235879789045
Sikkim,Pulses,2026-01-18,1800,14.117046398573919,85.88295360142608
Telangana,Cereals,2024-11-08,900,88.57926851512156,11.420731484878445
Himachal Pradesh,Vegetables,2023-01-04,1600,36.29223892077667,63.70776107922333
Jharkhand,Cereals,2023-09-18,1400,42.490576060651556,57.509423939348444
Rajasthan,Vegetables,2025-07-14,300,25.391212495362254,74.60878750463775
Karnataka,Cereals,2024-02-24,950,87.3269245909722,12.673075409027803
Punjab,Vegetables,2026-10-08,650,74.38701526265716,25.612984737342842
Bihar,Fruits,2024-12-19,1100,47.54807128187645,52.45192871812355
Chhattisgarh,Fruits,2024-12-29,1300,46.30215743041456,53.69784256958544
Haryana,Cereals,2023-05-29,650,88.30310951935981,11.696890480640192
Jharkhand,Cereals,2024-07-08,1400,54.32757818225465,45.67242181774535
Bihar,Cereals,2026-03-08,1100,68.98084694927456,31.019153050725436
West Bengal,Cereals,2025-10-23,1600,33.27044306315958,66.72955693684042
Madhya Pradesh,Fruits,2025-02-14,1000,49.58435293789102,50.41564706210898
Telangana,Vegetables,2023-07-25,900,74.22112802494779,25.778871975052212
Madhya Pradesh,Pulses,2024-04-19,1000,49.61569945162149,50.38430054837851
Bihar,Vegetables,2026-11-28,1100,52.04720332546904,47.95279667453096
Himachal Pradesh,Fruits,2024-04-05,1600,28.35885766604874,71.64114233395127
Madhya Pradesh,Cereals,2025-05-13,1000,82.03016382654157,17.969836173458432
Meghalaya,Pulses,2023-09-19,2600,0.6486943688488885,99.3513056311511
West Bengal,Fruits,2025-05-29,1600,23.099780159064238,76.90021984093576
Goa,Fruits,2024-09-10,3000,0.11702169266902342,99.88297830733097
Bihar,Pulses,2024-06-05,1100,39.64850424525927,60.35149575474073
Uttarakhand,Pulses,2025-04-21,1500,26.29436030227781,73.70563969772219
Madhya Pradesh,Pulses,2024-09-09,1000,47.9726954080218,52.0273045919782
Manipur,Vegetables,2025-03-21,2200,6.143236068017979,93.85676393198202
Nagaland,Pulses,2024-04-26,2100,4.930749962802999,95.06925003719701
Gujarat,Vegetables,2023-11-04,800,66.11365591102145,33.88634408897855
Uttarakhand,Cereals,2023-06-12,1500,41.10072582919737,58.89927417080263
Uttar Pradesh,Fruits,2026-06-27,900,45.36790006569161,54.63209993430839
Sikkim,Cereals,2024-12-22,1800,25.581585263621484,74.41841473637851
Andhra Pradesh,Cereals,2023-01-13,1000,81.37494854142437,18.625051458575626
Tripura,Fruits,2026-01-24,2300,3.301939513162906,96.6980604868371
Himachal Pradesh,Fruits,2025-03-13,1600,25.412324256686084,74.58767574331392
Uttar Pradesh,Pulses,2026-12-01,900,40.02357470503137,59.97642529496863
Assam,Vegetables,2026-01-04,2000,11.069144529589561,88.93085547041044
Maharashtra,Cereals,2026-04-16,900,75.91912731472434,24.080872685275665
Uttarakhand,Fruits,2026-12-02,1500,33.236398686162104,66.7636013138379
Uttarakhand,Cereals,2026-01-16,1500,45.723902068868256,54.276097931131744
Himachal Pradesh,Cereals,2023-10-07,1600,36.754132863841114,63.245867136158886
Nagaland,Pulses,2025-06-10,2100,5.434744882263854,94.56525511773614
Chhattisgarh,Vegetables,2023-09-05,1300,49.454790417377446,50.545209582622554
Telangana,Pulses,2023-08-28,900,47.854122191054365,52.145877808945635
Bihar,Pulses,2023-05-10,1100,40.52508504478298,59.47491495521702
Uttarakhand,Fruits,2026-10-29,1500,33.60175278820829,66.39824721179171
West Bengal,Pulses,2023-04-09,1600,23.856931435688637,76.14306856431136
Sikkim,Fruits,2023-02-28,1800,16.094100847993317,83.90589915200668
Goa,Fruits,2024-05-09,3000,0.11377584803536542,99.88622415196464
Himachal Pradesh,Pulses,2024-10-09,1600,22.478125993994148,77.52187400600585
Punjab,Cereals,2025-02-17,650,74.92868091104441,25.07131908895559
Bihar,Vegetables,2025-05-24,1100,53.3890543163532,46.6109456836468
Sikkim,Fruits,2026-10-07,1800,16.85078497198834,83.14921502801167
Uttar Pradesh,Pulses,2023-12-30,900,43.632397476116196,56.367602523883804
