Date,State,InfraLevel,VehicleType,Distance,TransitTime,DelayHours,FuelCost,LogisticsRisk
2023-10-26,Karnataka,High,Rail Freight,576.17,49.64,3.68,356.78,77.32
2026-10-04,Bihar,High,Rail Freight,1245.58,137.17,13.21,1049.48,224.44
2026-05-28,Mizoram,Low,Truck,368.95,59.92,21.75,323.78,84.23
2026-07-19,Maharashtra,High,Mini Truck,1233.33,135.67,21.07,1420.0,282.48
2024-09-05,Rajasthan,Low,Truck,708.88,123.55,33.25,839.75,194.86
2026-02-01,Jharkhand,High,Mini Truck,539.01,84.98,7.38,735.37,151.5
2025-11-29,Telangana,Medium,Refrigerated,561.93,49.57,7.59,476.66,96.84
2024-08-19,Uttarakhand,High,Mini Truck,273.73,41.96,5.5,287.69,64.24
2023-08-20,Sikkim,High,Rail Freight,364.27,36.24,2.88,306.33,63.41
2023-10-12,Jharkhand,Very High,Truck,531.42,76.39,4.0,637.51,131.6
2025-03-03,Chhattisgarh,Low,Truck,421.4,56.99,29.08,361.58,91.51
2025-03-06,Tamil Nadu,Very High,Refrigerated,1391.61,125.4,3.84,1019.0,210.81
2023-05-10,Andhra Pradesh,High,Refrigerated,844.78,82.51,5.49,677.64,140.97
2026-03-12,Assam,Very High,Truck,320.89,46.9,1.85,297.61,66.49
2024-06-03,Karnataka,Medium,Mini Truck,1492.72,176.65,29.4,1951.7,384.01
2023-11-05,Karnataka,High,Truck,1432.63,147.56,8.92,1625.9,313.86
2024-10-22,Nagaland,Medium,Truck,962.95,137.12,17.87,1093.34,232.85
2023-11-07,Uttarakhand,Very High,Mini Truck,154.57,26.42,1.22,142.32,33.72
2024-10-04,Rajasthan,High,Refrigerated,779.37,115.11,13.93,561.81,141.64
2025-12-07,Haryana,Medium,Mini Truck,280.49,36.38,7.36,385.18,77.09
2023-02-09,Rajasthan,High,Truck,153.73,30.8,3.85,144.13,37.02
2024-07-06,Chhattisgarh,Medium,Truck,1014.14,134.45,44.24,868.34,208.45
2023-03-04,Himachal Pradesh,Very High,Rail Freight,1454.11,132.59,3.96,941.61,202.49
2023-09-05,Meghalaya,Very High,Mini Truck,847.14,141.45,12.68,827.44,192.84
2024-07-04,Gujarat,Low,Mini Truck,988.64,108.95,75.4,1016.37,231.64
2026-08-05,Madhya Pradesh,Very High,Mini Truck,626.91,84.88,4.2,723.54,148.4
2025-02-07,Meghalaya,Medium,Rail Freight,672.18,75.79,17.5,451.4,108.82
2024-12-30,Punjab,Medium,Rail Freight,500.12,39.01,7.58,358.12,74.3
2025-04-29,Goa,Medium,Truck,738.8,74.46,10.04,735.17,147.8
2023-02-12,West Bengal,Medium,Refrigerated,1097.33,106.79,28.07,947.89,201.47
2024-01-26,Uttarakhand,Low,Mini Truck,392.47,56.44,16.84,497.53,106.76
2023-01-20,Andhra Pradesh,Medium,Refrigerated,232.33,23.82,5.91,212.77,45.0
2026-02-08,Telangana,Medium,Refrigerated,732.43,64.73,10.13,683.04,135.64
2025-11-09,Punjab,Low,Truck,201.63,19.27,5.06,238.6,46.49
2024-12-08,West Bengal,Very High,Mini Truck,154.28,25.25,1.68,150.84,34.66
2025-05-21,Sikkim,Medium,Truck,1012.11,134.07,25.77,1121.15,238.81
2023-04-06,Mizoram,Medium,Rail Freight,963.36,109.93,14.98,840.64,181.56
2026-01-31,Bihar,Medium,Mini Truck,624.29,108.8,40.16,682.55,167.41
2025-07-24,Sikkim,High,Rail Freight,444.7,44.11,4.12,316.68,69.0
2023-04-17,Gujarat,Low,Truck,1453.75,139.82,49.49,1660.23,331.75
2023-07-31,Goa,High,Refrigerated,1283.45,111.95,14.85,1179.78,233.28
2026-09-16,Uttarakhand,Low,Rail Freight,131.21,16.72,5.22,106.57,25.6
2025-02-10,West Bengal,Medium,Refrigerated,1209.16,119.84,29.96,992.16,214.74
2024-12-12,Mizoram,Low,Rail Freight,1200.61,135.55,45.97,1080.27,241.43
2023-03-12,Manipur,Very High,Mini Truck,996.64,164.79,8.28,1007.21,228.55
2026-05-28,Uttar Pradesh,Medium,Rail Freight,1310.79,123.43,25.01,941.28,206.74
2025-01-14,Tamil Nadu,High,Mini Truck,945.81,114.96,17.54,1049.09,216.11
2024-11-06,Sikkim,Very High,Rail Freight,1116.16,112.72,2.6,909.58,188.2
2025-06-01,Meghalaya,High,Refrigerated,645.13,82.96,11.8,639.36,137.95
2025-07-09,Gujarat,Medium,Rail Freight,1325.61,95.55,20.31,1003.73,201.68
2026-06-11,Meghalaya,Very High,Refrigerated,1396.55,174.43,9.94,1344.98,284.22
2026-08-09,Punjab,Low,Refrigerated,990.51,82.17,23.39,818.83,169.16
2024-01-13,West Bengal,Medium,Rail Freight,765.49,66.82,15.48,506.18,112.19
2023-03-27,Goa,Medium,Rail Freight,1473.5,112.25,22.69,1140.37,230.65
2023-07-28,Uttar Pradesh,Low,Refrigerated,773.41,85.39,45.43,537.44,137.21
2024-03-21,Rajasthan,High,Refrigerated,1434.69,208.12,18.01,1100.25,265.9
2023-11-03,Sikkim,High,Mini Truck,1168.06,177.43,14.48,1163.75,260.2
2026-07-26,West Bengal,Low,Truck,228.48,28.67,15.77,241.16,55.38
2025-08-11,Haryana,Low,Truck,306.25,36.58,21.28,366.57,79.96
2023-10-07,Bihar,Very High,Refrigerated,593.76,77.97,2.78,524.93,114.94
2026-01-11,Uttar Pradesh,Very High,Mini Truck,905.27,129.59,3.97,880.44,191.97
2024-07-07,Madhya Pradesh,Medium,Refrigerated,1470.94,149.62,34.68,1458.9,300.04
2026-01-29,Goa,Low,Truck,860.95,88.14,43.8,822.69,180.59
2023-07-01,Kerala,High,Truck,1077.06,120.4,12.43,930.19,198.68
2023-12-24,Odisha,Medium,Rail Freight,875.58,83.31,14.4,729.27,152.64
2024-11-20,Madhya Pradesh,Very High,Rail Freight,1474.77,130.7,5.14,1124.22,229.5
2026-08-07,Madhya Pradesh,Low,Mini Truck,456.97,62.13,47.59,481.4,119.2
2024-02-17,Haryana,Very High,Truck,1371.58,145.76,9.15,1290.54,262.83
2025-02-19,Assam,High,Truck,489.81,70.96,8.14,578.59,121.98
2024-04-25,Odisha,High,Rail Freight,491.85,48.41,4.58,425.91,87.51
2024-06-30,Mizoram,Low,Truck,1356.9,200.75,90.26,1564.22,361.08
2026-07-03,Haryana,Low,Rail Freight,1297.88,106.7,32.38,839.93,186.96
2026-03-15,Haryana,Low,Truck,460.93,50.4,11.71,431.23,92.05
2026-02-03,West Bengal,Medium,Refrigerated,273.74,30.43,8.13,222.2,50.28
2024-11-11,Arunachal Pradesh,Medium,Mini Truck,1029.37,183.03,64.55,1282.73,300.59
2024-11-08,Sikkim,Medium,Refrigerated,1004.1,112.3,28.26,806.74,182.85
2024-05-12,Kerala,Very High,Mini Truck,1363.44,169.58,8.84,1807.89,351.03
2023-01-20,Odisha,Very High,Refrigerated,649.81,69.33,3.83,521.94,111.02
2026-12-15,Bihar,High,Truck,1015.69,147.12,22.71,956.85,218.81
2024-02-11,Goa,Very High,Truck,580.86,62.51,2.49,604.12,119.75
2026-05-12,Himachal Pradesh,Low,Rail Freight,466.41,46.34,17.7,409.91,89.42
2024-10-28,Punjab,Very High,Rail Freight,546.77,42.91,1.18,410.85,81.41
2024-10-18,Karnataka,Very High,Truck,336.52,35.73,2.03,312.31,63.74
2023-05-31,Haryana,Medium,Truck,807.76,85.89,19.92,750.74,159.23
2024-05-18,Tripura,Very High,Refrigerated,778.35,90.11,3.45,574.8,128.15
2024-02-09,Uttarakhand,Medium,Mini Truck,1255.75,177.17,28.24,1548.05,323.23
2026-12-09,Assam,Very High,Refrigerated,652.79,80.19,4.43,599.18,127.73
2025-05-09,Haryana,Very High,Refrigerated,1420.13,129.28,6.16,1404.18,271.27
2026-09-01,Tripura,High,Mini Truck,362.79,57.21,11.22,422.48,93.61
2024-05-20,Jharkhand,Very High,Mini Truck,1333.4,209.52,14.21,1527.49,329.09
2023-11-10,Odisha,High,Truck,300.24,41.85,3.81,332.23,70.19
2026-04-13,Maharashtra,Medium,Mini Truck,664.57,76.09,12.66,669.64,139.75
2025-06-03,Chhattisgarh,Medium,Truck,1077.53,143.92,22.08,1102.28,238.94
2024-09-11,Uttar Pradesh,Low,Rail Freight,1470.9,139.49,27.85,913.71,210.97
2026-08-13,Meghalaya,Very High,Truck,116.96,21.5,1.48,112.27,27.11
2023-09-29,Madhya Pradesh,Low,Truck,490.51,59.72,33.14,581.35,127.33
2026-03-30,Haryana,Very High,Rail Freight,540.0,44.5,1.84,423.45,84.28
2026-05-08,Maharashtra,High,Rail Freight,1137.41,81.46,3.93,998.0,187.93
2023-11-18,Kerala,Low,Mini Truck,870.82,111.44,63.83,1093.73,239.74
2026-03-03,Goa,Medium,Truck,327.15,34.49,4.41,378.13,74.01
2024-02-06,Jharkhand,High,Refrigerated,123.11,16.34,2.09,112.29,25.03
2023-07-15,Assam,Very High,Truck,1030.88,148.5,9.85,1215.63,253.11
2025-07-18,West Bengal,Medium,Refrigerated,1275.11,124.86,35.94,1042.26,226.9
2026-05-23,Maharashtra,High,Refrigerated,1016.53,82.37,8.88,942.61,182.01
2026-07-15,West Bengal,Low,Truck,1336.99,153.02,96.08,1089.53,270.72
2023-02-18,Rajasthan,High,Refrigerated,1380.41,197.82,25.18,1299.95,294.08
2024-11-29,West Bengal,Very High,Refrigerated,380.59,39.26,2.16,310.11,65.05
2024-11-24,Meghalaya,Very High,Rail Freight,767.83,88.62,4.31,617.99,134.3
2024-04-11,Karnataka,High,Refrigerated,1361.69,119.59,6.13,1114.25,223.41
2025-11-17,Sikkim,Low,Truck,1369.0,181.45,45.84,1317.01,297.54
2026-07-05,Punjab,Very High,Mini Truck,1094.25,116.87,4.31,1020.02,207.32
2026-01-05,Arunachal Pradesh,High,Rail Freight,898.78,104.59,8.17,602.6,140.72
2024-01-29,Tamil Nadu,Low,Refrigerated,888.4,84.54,22.35,621.84,140.26
2026-11-29,Sikkim,Low,Truck,750.72,99.27,20.0,886.53,185.65
2023-08-04,Odisha,Medium,Rail Freight,830.85,81.24,22.13,525.69,124.26
2023-10-19,Assam,Medium,Mini Truck,320.89,53.59,8.3,371.39,83.15
2025-08-14,West Bengal,Low,Rail Freight,1283.95,112.15,30.2,1155.2,235.83
2025-03-12,Maharashtra,Very High,Truck,239.2,27.22,1.2,202.46,43.1
2023-11-03,Telangana,High,Truck,1329.76,133.86,11.64,1085.99,227.79
2023-12-09,Odisha,Low,Refrigerated,1085.96,115.96,43.86,765.56,184.56
2025-10-15,Gujarat,Very High,Mini Truck,540.26,63.56,3.83,640.33,126.19
2023-10-13,Kerala,High,Rail Freight,1302.49,105.55,11.7,879.45,184.09
2025-07-03,Rajasthan,Very High,Rail Freight,1073.82,138.05,7.47,890.58,198.7
2024-08-06,Punjab,Medium,Rail Freight,146.42,15.21,3.56,97.66,22.92
2025-07-24,Bihar,High,Refrigerated,691.58,87.34,13.2,580.64,131.68
2023-03-09,Tripura,Very High,Truck,207.8,29.83,1.93,185.56,42.03
2024-02-20,Madhya Pradesh,High,Truck,728.0,88.48,13.24,870.4,175.67
2025-01-11,Arunachal Pradesh,Low,Mini Truck,872.87,154.62,66.22,1090.07,259.58
2023-06-27,Jharkhand,Low,Refrigerated,130.57,18.59,8.1,125.84,30.48
2025-06-01,West Bengal,Low,Mini Truck,580.23,76.3,44.67,719.66,160.15
2023-08-04,Andhra Pradesh,Very High,Refrigerated,601.33,59.23,2.67,481.83,100.0
2026-05-31,Telangana,High,Refrigerated,1496.96,127.95,10.6,1044.54,218.5
2023-11-28,Uttarakhand,Medium,Truck,1220.28,150.04,23.98,1265.35,266.91
2023-06-27,Uttarakhand,Medium,Rail Freight,327.48,31.91,7.38,279.0,59.16
2025-11-04,Uttarakhand,High,Truck,394.76,48.17,6.52,460.44,93.35
2024-06-26,Sikkim,Low,Truck,580.42,76.31,19.73,681.37,144.43
2024-02-09,Uttar Pradesh,Medium,Mini Truck,117.81,22.33,7.2,159.25,36.81
2025-02-19,Tripura,High,Refrigerated,740.47,87.03,9.96,619.76,136.11
2024-05-01,Rajasthan,High,Mini Truck,192.03,39.59,6.34,243.36,56.85
2023-02-09,Punjab,Very High,Mini Truck,451.09,50.15,3.64,468.95,94.37
2025-10-16,Odisha,Very High,Mini Truck,840.79,119.97,3.65,908.64,191.74
2025-01-26,West Bengal,High,Mini Truck,1105.21,146.26,21.8,1279.07,266.4
2023-05-10,Andhra Pradesh,High,Rail Freight,392.25,37.05,1.81,324.95,66.14
2023-12-09,Himachal Pradesh,Low,Refrigerated,1242.99,130.38,31.2,928.61,210.44
2023-01-05,Meghalaya,Medium,Rail Freight,719.59,80.12,8.35,517.69,117.05
2025-05-15,Tripura,Very High,Mini Truck,942.39,147.91,10.02,1157.54,244.2
2024-08-30,Mizoram,Low,Rail Freight,573.05,67.97,15.38,401.49,96.96
2025-07-17,Madhya Pradesh,Medium,Truck,1439.72,172.63,58.2,1573.83,337.04
2024-03-06,Goa,High,Rail Freight,710.32,57.22,5.78,438.48,93.83
2024-09-13,Telangana,Low,Refrigerated,1023.11,89.11,42.14,933.72,197.01
2023-06-18,Telangana,Very High,Mini Truck,294.0,38.47,1.92,337.19,68.66
2025-08-11,Manipur,Low,Refrigerated,352.69,43.32,23.37,244.7,65.55
2023-12-21,Arunachal Pradesh,Low,Rail Freight,1185.14,138.1,35.42,798.43,196.08
2025-01-17,Jharkhand,Medium,Mini Truck,207.6,35.15,8.25,244.72,55.83
2025-02-11,Punjab,Low,Refrigerated,223.23,19.8,4.59,207.7,41.9
2025-07-05,Tripura,Very High,Refrigerated,1210.35,141.46,9.73,1194.59,246.74
2023-01-23,Odisha,Low,Rail Freight,243.1,27.67,6.85,212.02,46.99
2026-09-21,Chhattisgarh,Medium,Mini Truck,1362.06,203.82,81.95,1335.03,324.75
2024-10-22,Jharkhand,Low,Mini Truck,1240.02,193.98,56.62,1692.29,363.78
2025-04-26,Uttarakhand,High,Rail Freight,892.79,81.04,6.55,650.47,136.66
2026-10-17,Andhra Pradesh,Low,Refrigerated,527.78,53.93,15.78,521.41,108.79
2026-11-07,Sikkim,Medium,Mini Truck,119.65,21.88,5.66,138.97,32.95
2023-01-01,Goa,Very High,Truck,1007.74,102.07,4.38,945.61,189.53
2024-05-31,Arunachal Pradesh,High,Rail Freight,1216.1,141.64,13.42,1041.6,225.34
2026-07-27,Madhya Pradesh,Low,Truck,642.72,79.9,20.69,711.26,150.92
2024-09-10,Meghalaya,Very High,Mini Truck,426.61,72.69,2.74,522.03,112.11
2025-07-01,Himachal Pradesh,Medium,Mini Truck,1234.6,171.29,59.44,1590.95,339.5
2023-11-13,Nagaland,Low,Rail Freight,1068.16,114.17,32.82,895.33,198.8
2026-01-10,Arunachal Pradesh,High,Truck,1263.65,197.16,22.68,1110.53,264.37
2023-06-25,Andhra Pradesh,High,Rail Freight,1368.03,119.5,6.37,1037.21,211.9
2024-11-02,Maharashtra,Low,Truck,1392.11,130.15,56.75,1664.11,330.88
2024-02-28,Uttarakhand,High,Refrigerated,1471.97,154.67,13.79,1256.01,263.52
2023-06-29,Arunachal Pradesh,Low,Mini Truck,994.68,175.0,70.49,1025.79,260.81
2024-02-10,Manipur,High,Rail Freight,619.42,68.11,7.84,461.35,102.99
2025-06-21,Tamil Nadu,High,Rail Freight,1301.87,102.76,7.57,974.36,195.42
2024-01-22,Telangana,High,Truck,488.26,53.16,8.29,506.85,103.27
2023-06-17,Karnataka,High,Mini Truck,519.73,63.78,12.26,598.68,123.41
2024-01-09,Jharkhand,Medium,Refrigerated,1022.43,120.88,21.79,819.77,186.08
2024-01-22,Meghalaya,Very High,Truck,982.89,144.57,3.73,987.06,214.61
2023-04-28,Telangana,Low,Rail Freight,1402.81,105.34,36.06,919.7,199.78
2026-03-24,Jharkhand,Medium,Rail Freight,1173.41,121.11,22.97,861.53,192.92
2025-03-19,Odisha,High,Mini Truck,1301.66,187.48,31.3,1553.17,329.86
2025-04-07,Haryana,High,Mini Truck,325.26,42.35,5.34,340.53,72.27
2023-11-14,Uttarakhand,Low,Refrigerated,875.93,93.15,38.46,861.75,186.56
2026-01-09,Nagaland,Medium,Refrigerated,221.3,31.23,7.53,164.77,41.78
2024-04-11,Tripura,High,Refrigerated,844.36,98.61,5.9,640.41,142.8
2026-06-10,Madhya Pradesh,Low,Refrigerated,1451.41,146.69,60.82,1032.84,245.26
2026-07-22,Rajasthan,Low,Truck,686.79,119.37,49.36,780.03,190.46
2026-09-16,Meghalaya,Low,Rail Freight,1229.95,134.58,28.55,863.4,201.49
2025-10-06,Assam,Low,Mini Truck,1018.36,168.65,71.55,1057.81,263.18
2023-02-19,Odisha,High,Mini Truck,1231.12,176.89,18.6,1617.38,329.65
2026-03-24,Tamil Nadu,Medium,Truck,694.01,77.51,12.46,559.19,123.74
2025-10-16,Kerala,High,Mini Truck,594.86,75.39,8.42,649.67,134.74
2023-12-07,Odisha,High,Refrigerated,873.82,94.37,10.95,836.7,172.35
2025-05-22,Arunachal Pradesh,Medium,Rail Freight,1375.08,161.79,15.6,1134.98,249.29
2026-06-17,Chhattisgarh,Very High,Rail Freight,878.17,88.32,2.75,741.01,151.99
2025-03-06,Nagaland,Low,Rail Freight,825.37,90.41,23.6,728.45,159.39
2023-04-17,Haryana,Low,Refrigerated,518.33,47.24,9.67,414.27,87.27
2024-12-14,Odisha,High,Truck,334.79,45.06,3.79,397.65,81.44
2024-08-29,Assam,Very High,Rail Freight,1242.07,135.28,4.03,982.62,209.88
2025-01-12,Himachal Pradesh,Low,Mini Truck,657.84,91.99,40.42,830.79,182.18
2023-05-09,Haryana,Medium,Refrigerated,697.19,64.64,12.48,499.68,109.03
2024-05-31,Assam,Low,Refrigerated,590.07,73.19,31.39,593.41,134.5
2025-10-18,Manipur,Medium,Rail Freight,367.76,40.73,9.36,240.82,58.2
2023-04-05,Assam,Very High,Truck,1341.93,192.13,6.84,1358.48,292.97
2024-09-02,Tamil Nadu,Low,Rail Freight,515.39,44.99,13.48,382.65,83.04
2023-06-06,Sikkim,Very High,Truck,1376.6,178.7,12.68,1108.2,251.72
2025-04-22,Sikkim,Medium,Refrigerated,414.14,48.97,6.37,289.09,67.95
2023-03-06,Kerala,High,Refrigerated,1438.75,133.52,14.76,1146.09,237.9
2024-10-05,Manipur,Low,Mini Truck,217.86,38.21,21.52,221.61,59.04
2024-08-13,West Bengal,Medium,Rail Freight,793.7,70.3,20.02,480.59,111.73
2024-01-17,Maharashtra,High,Rail Freight,628.39,44.8,2.41,508.26,97.36
2024-02-12,Maharashtra,Very High,Rail Freight,799.03,57.4,2.66,540.73,108.0
2026-08-28,Odisha,Low,Rail Freight,1111.33,108.07,53.79,793.73,189.21
2025-12-29,Punjab,Medium,Truck,539.92,53.97,7.36,564.64,111.93
2023-12-20,Himachal Pradesh,High,Rail Freight,340.29,31.52,3.16,220.7,48.55
2026-06-18,Meghalaya,Low,Truck,554.74,80.98,27.11,474.54,118.47
2024-04-23,Bihar,Very High,Refrigerated,516.27,67.93,2.48,526.36,110.51
2023-10-27,Rajasthan,Very High,Mini Truck,1308.4,254.51,15.67,1702.8,376.22
2023-11-11,Tripura,Medium,Truck,297.68,43.75,5.51,344.01,73.49
2023-06-21,Rajasthan,Medium,Truck,1405.02,237.32,63.43,1545.57,364.0
2025-07-18,Tamil Nadu,Very High,Truck,473.92,53.61,1.81,419.22,87.73
2026-10-24,Sikkim,High,Refrigerated,1426.91,157.14,19.37,984.41,226.12
2024-11-01,Punjab,Low,Refrigerated,926.29,73.78,25.51,714.97,150.65
2024-09-30,Odisha,Very High,Refrigerated,453.33,52.25,2.99,342.89,76.14
2023-01-16,Goa,Very High,Rail Freight,690.65,52.21,2.04,424.7,88.01
2026-09-24,Gujarat,Low,Rail Freight,424.25,34.81,6.96,349.87,70.93
2025-09-08,Himachal Pradesh,Low,Rail Freight,1451.09,130.68,54.4,1063.22,240.05
2023-02-27,Sikkim,Very High,Mini Truck,1341.02,202.41,14.01,1282.85,289.11
2026-01-16,Goa,Medium,Mini Truck,521.21,64.44,14.73,659.67,133.84
2026-09-01,Rajasthan,Low,Truck,1013.03,171.51,73.31,1099.79,271.48
2026-09-04,Manipur,High,Mini Truck,650.09,106.21,16.92,697.24,159.15
2024-02-12,Rajasthan,High,Rail Freight,282.69,37.7,3.59,183.17,45.88
2026-11-26,Andhra Pradesh,High,Rail Freight,111.04,11.44,0.81,93.15,19.44
2024-02-01,Kerala,Low,Truck,543.53,61.52,12.35,553.57,115.66
2024-03-29,Maharashtra,Low,Rail Freight,367.93,29.66,8.14,259.11,55.47
2026-02-11,Haryana,Low,Rail Freight,407.6,35.66,9.07,250.51,57.25
2024-05-05,Odisha,Very High,Refrigerated,383.24,43.02,2.02,300.46,65.24
2025-10-30,Maharashtra,High,Refrigerated,875.27,74.48,3.85,802.01,155.35
2023-10-19,Gujarat,High,Truck,762.96,75.42,9.98,758.09,151.64
2023-08-31,Goa,Medium,Mini Truck,389.01,46.9,19.6,507.22,105.03
2025-03-05,Odisha,High,Truck,792.67,100.05,11.55,930.51,189.22
2026-12-21,Telangana,Low,Refrigerated,231.42,23.34,6.84,185.09,41.0
2025-04-01,Tamil Nadu,High,Mini Truck,611.49,75.93,6.38,577.13,123.29
2026-08-27,Assam,High,Truck,802.12,116.8,19.56,718.9,168.22
2023-11-15,Bihar,High,Refrigerated,149.84,23.84,1.51,133.71,31.39
2023-11-06,Haryana,Low,Rail Freight,697.34,56.88,13.01,499.72,105.76
2024-02-21,Gujarat,High,Truck,1317.18,127.68,16.54,1256.42,252.53
2024-05-30,Chhattisgarh,Medium,Rail Freight,507.87,52.3,8.76,390.29,85.58
2025-12-02,Kerala,Low,Refrigerated,780.78,76.21,15.35,732.23,150.27
2023-09-04,Meghalaya,High,Refrigerated,1277.92,160.37,12.28,1084.08,239.69
2023-09-17,Madhya Pradesh,Medium,Mini Truck,1109.66,152.42,32.19,1190.75,260.08
2024-10-04,Assam,Medium,Rail Freight,1020.18,108.92,16.68,829.15,180.06
2023-03-28,Sikkim,High,Mini Truck,394.45,62.79,5.89,371.37,86.32
2025-06-23,Gujarat,Low,Truck,1292.43,127.85,67.35,1316.04,281.88
2023-10-03,Punjab,Very High,Rail Freight,1115.92,81.58,2.34,747.52,149.77
2023-01-15,Jharkhand,Low,Truck,1105.61,153.01,33.95,1106.02,248.34
2026-06-19,Arunachal Pradesh,High,Rail Freight,157.21,23.39,1.99,97.42,25.94
2025-08-01,Gujarat,Very High,Rail Freight,733.61,53.84,2.41,523.62,103.74
2025-11-06,Chhattisgarh,High,Refrigerated,1347.28,151.94,17.34,946.94,217.35
2025-04-28,Karnataka,Very High,Mini Truck,975.27,117.59,7.93,1114.33,223.24
2024-05-14,Arunachal Pradesh,Low,Refrigerated,1482.5,192.15,42.74,1459.94,322.56
2024-09-11,Chhattisgarh,Very High,Mini Truck,899.1,134.72,8.71,995.23,213.39
2023-03-30,Punjab,Low,Rail Freight,222.48,20.55,4.13,150.1,33.42
2025-01-20,Rajasthan,High,Rail Freight,1204.09,152.15,16.27,879.5,206.9
2025-08-20,Uttar Pradesh,High,Mini Truck,1115.33,159.91,18.39,1490.1,302.83
2025-03-14,Karnataka,Medium,Rail Freight,167.07,17.12,3.71,107.96,25.38
2026-07-30,Maharashtra,Medium,Mini Truck,1031.19,114.4,43.25,1325.77,267.64
2026-03-23,Tamil Nadu,High,Refrigerated,1140.33,106.83,8.32,991.6,200.14
2026-07-21,Karnataka,Very High,Truck,1458.87,151.49,7.2,1466.24,290.99
2026-06-01,Assam,High,Truck,543.35,79.48,10.07,589.22,128.18
2023-03-05,Jharkhand,Low,Truck,232.16,33.15,10.84,220.39,52.31
2025-08-04,Gujarat,Medium,Rail Freight,903.46,67.06,17.96,621.37,130.57
2025-08-16,Telangana,Very High,Mini Truck,1212.06,140.95,8.3,1453.78,284.81
2026-12-02,Gujarat,High,Truck,1024.09,102.66,7.47,855.81,177.56
2025-07-20,Punjab,High,Refrigerated,889.73,73.24,8.43,676.88,137.86
2024-02-05,Mizoram,Very High,Mini Truck,1065.1,180.83,6.66,1338.52,284.81
2025-03-30,Bihar,Medium,Refrigerated,227.85,29.4,6.2,211.13,47.38
2025-03-15,Tamil Nadu,High,Truck,407.56,45.44,3.74,387.29,80.04
2023-03-11,Maharashtra,Very High,Refrigerated,533.24,44.92,2.35,408.15,82.38
2024-06-17,Telangana,Medium,Rail Freight,789.62,63.15,16.4,653.44,132.99
2023-03-29,Kerala,High,Rail Freight,1412.75,115.0,10.37,1225.29,239.69
2025-12-16,Goa,High,Rail Freight,167.19,16.11,0.99,137.83,28.32
2024-01-05,Nagaland,Medium,Mini Truck,425.52,73.06,13.51,441.55,104.51
2024-07-19,Manipur,Very High,Rail Freight,1378.89,148.77,8.91,889.99,204.01
2025-11-14,Haryana,Low,Rail Freight,373.57,30.38,8.93,247.68,54.4
2026-06-27,Punjab,Low,Refrigerated,1022.07,84.21,25.45,723.82,156.65
2024-01-04,Arunachal Pradesh,Very High,Rail Freight,139.74,17.2,0.8,104.0,23.66
2025-10-30,Uttar Pradesh,Medium,Mini Truck,1034.96,148.35,49.46,1091.35,250.25
2023-09-27,Andhra Pradesh,High,Mini Truck,594.53,79.94,13.87,802.86,161.95
2026-02-01,Odisha,Very High,Mini Truck,446.26,68.27,3.0,482.3,104.27
2023-04-15,Manipur,Medium,Rail Freight,402.83,46.74,8.65,243.29,60.99
2024-02-05,Manipur,High,Truck,1006.71,142.6,21.71,1023.92,226.44
2023-03-12,Tamil Nadu,Low,Mini Truck,624.4,76.9,28.54,746.18,157.95
2025-01-18,Haryana,Very High,Refrigerated,1043.35,94.95,2.06,1053.29,201.55
2024-10-04,West Bengal,Low,Refrigerated,134.04,17.44,5.74,113.09,27.11
2023-10-04,Nagaland,Very High,Mini Truck,982.75,162.4,11.03,1237.12,263.06
2024-03-04,Chhattisgarh,Medium,Mini Truck,800.93,119.22,44.42,934.79,211.64
2026-08-10,Meghalaya,Medium,Rail Freight,1282.38,139.25,38.42,1053.04,235.99
2025-08-18,Sikkim,Very High,Refrigerated,724.53,82.79,3.22,598.7,128.35
2023-04-21,Gujarat,High,Mini Truck,723.43,83.51,6.43,934.7,180.36
2025-06-29,Madhya Pradesh,Medium,Mini Truck,1356.45,183.04,69.09,1618.39,352.76
2023-03-27,Chhattisgarh,Low,Refrigerated,977.92,109.52,29.03,979.69,207.85
2025-08-04,Tripura,Very High,Mini Truck,1243.94,195.1,15.35,1231.29,278.63
2024-12-06,Jharkhand,Very High,Refrigerated,1381.12,163.3,8.11,948.39,218.99
2026-07-09,Gujarat,High,Rail Freight,1170.97,86.82,5.07,902.71,176.51
2023-05-01,Meghalaya,Medium,Mini Truck,906.23,152.85,44.07,1103.88,251.99
2024-02-10,Uttarakhand,Low,Truck,955.41,118.96,33.29,769.68,182.3
2026-02-10,Rajasthan,Very High,Truck,917.72,156.92,4.08,755.22,185.53
2025-11-19,Jharkhand,High,Mini Truck,519.1,85.19,8.89,598.58,131.68
2025-09-29,Mizoram,High,Truck,799.71,119.04,11.4,793.69,177.18
2026-07-30,Uttar Pradesh,High,Refrigerated,513.34,59.08,4.46,481.11,100.54
2025-06-18,Tamil Nadu,Medium,Truck,1113.64,121.11,31.48,1021.18,220.27
2024-11-17,West Bengal,Medium,Refrigerated,805.83,79.6,8.86,701.48,144.58
2023-07-28,Andhra Pradesh,Low,Truck,1300.38,148.09,40.02,1213.24,264.64
2023-03-03,Uttarakhand,High,Truck,123.54,17.97,1.75,99.13,23.66
2025-02-08,Goa,High,Mini Truck,1322.72,150.67,22.8,1736.72,337.43
2025-09-13,Andhra Pradesh,Medium,Rail Freight,1373.92,119.48,31.95,1087.52,229.67
2025-06-15,Goa,Low,Refrigerated,665.26,57.63,23.46,671.22,136.0
